scale,match_index,date,home_team,away_team,bankroll
0.75,76,2026-06-29,Netherlands,Morocco,1.975935528929183
0.75,77,2026-06-30,France,Sweden,1.8983281946349042
0.75,78,2026-06-30,Ivory Coast,Norway,2.0086997721851954
0.75,79,2026-06-30,Mexico,Ecuador,1.826679249591433
0.75,80,2026-07-01,Belgium,Senegal,1.7432300878976823
0.75,81,2026-07-01,England,DR Congo,1.6978561046423397
0.75,82,2026-07-01,United States,Bosnia and Herzegovina,1.2954710625683057
1.0,0,,,,100.0
1.0,1,2026-06-11,Mexico,South Africa,95.18631266670542
1.0,2,2026-06-11,South Korea,Czech Republic,99.5826884193262
1.0,3,2026-06-12,Canada,Bosnia and Herzegovina,87.29906839965618
1.0,4,2026-06-12,United States,Paraguay,77.94674253112828
1.0,5,2026-06-13,Australia,Turkey,147.84030618399441
1.0,6,2026-06-13,Brazil,Morocco,143.84933045087632
1.0,7,2026-06-13,Haiti,Scotland,139.45208256462547
1.0,8,2026-06-13,Qatar,Switzerland,139.45208256462547
1.0,9,2026-06-14,Germany,Curaçao,134.31989897185838
1.0,10,2026-06-14,Ivory Coast,Ecuador,113.20874602171713
1.0,11,2026-06-14,Netherlands,Japan,94.70844604731555
1.0,12,2026-06-14,Sweden,Tunisia,84.849818775409
1.0,13,2026-06-15,Belgium,Egypt,83.81771206699091
1.0,14,2026-06-15,Iran,New Zealand,81.9909098207566
1.0,15,2026-06-15,Saudi Arabia,Uruguay,80.81964379043389
1.0,16,2026-06-15,Spain,Cape Verde,88.48947472094737
1.0,17,2026-06-16,Argentina,Algeria,88.48947472094737
1.0,18,2026-06-16,Austria,Jordan,79.64118502729119
1.0,19,2026-06-16,France,Senegal,64.04328000471546
1.0,20,2026-06-16,Iraq,Norway,57.40860300496198
1.0,21,2026-06-17,England,Croatia,55.124410054368056
1.0,22,2026-06-17,Ghana,Panama,44.13107621892915
1.0,23,2026-06-17,Portugal,DR Congo,44.84156510131528
1.0,24,2026-06-17,Uzbekistan,Colombia,42.872441863343354
1.0,25,2026-06-18,Canada,Qatar,40.74385567770846
1.0,26,2026-06-18,Czech Republic,South Africa,40.338227904142514
1.0,27,2026-06-18,Mexico,South Korea,38.44134337200713
1.0,28,2026-06-18,Switzerland,Bosnia and Herzegovina,40.01922941756882
1.0,29,2026-06-19,Brazil,Haiti,38.49281165074945
1.0,30,2026-06-19,Scotland,Morocco,37.63060147549445
1.0,31,2026-06-19,Turkey,Paraguay,45.15079935046917
1.0,32,2026-06-19,United States,Australia,32.68291692001281
1.0,33,2026-06-20,Ecuador,Curaçao,37.59299300598112
1.0,34,2026-06-20,Germany,Ivory Coast,36.820604311939626
1.0,35,2026-06-20,Netherlands,Sweden,36.820604311939626
1.0,36,2026-06-20,Tunisia,Japan,36.820604311939626
1.0,37,2026-06-21,Belgium,Iran,34.48103857834054
1.0,38,2026-06-21,New Zealand,Egypt,28.19552438777304
1.0,39,2026-06-21,Spain,Saudi Arabia,26.496340296076497
1.0,40,2026-06-21,Uruguay,Cape Verde,25.830782519896477
1.0,41,2026-06-22,Argentina,Austria,25.03619117104789
1.0,42,2026-06-22,France,Iraq,21.179414634754163
1.0,43,2026-06-22,Jordan,Algeria,19.943689854046493
1.0,44,2026-06-22,Norway,Senegal,19.943689854046493
1.0,45,2026-06-23,Colombia,DR Congo,21.304973296537554
1.0,46,2026-06-23,England,Ghana,22.545548192585855
1.0,47,2026-06-23,Panama,Croatia,21.175020582872722
1.0,48,2026-06-23,Portugal,Uzbekistan,16.291827070212094
1.0,49,2026-06-24,Bosnia and Herzegovina,Qatar,12.689808271610303
1.0,50,2026-06-24,Canada,Switzerland,14.014205527593555
1.0,51,2026-06-24,Mexico,Czech Republic,13.728484210271063
1.0,52,2026-06-24,Morocco,Haiti,13.269425784137121
1.0,53,2026-06-24,Scotland,Brazil,12.556649079811724
1.0,54,2026-06-24,South Africa,South Korea,13.523727444874213
1.0,55,2026-06-25,Curaçao,Ivory Coast,11.78480307443982
1.0,56,2026-06-25,Ecuador,Germany,13.89166921007933
1.0,57,2026-06-25,Japan,Sweden,10.307218731995732
1.0,58,2026-06-25,Paraguay,Australia,7.453693031958718
1.0,59,2026-06-25,Tunisia,Netherlands,6.243523507310769
1.0,60,2026-06-25,United States,Turkey,6.6510858880693755
1.0,61,2026-06-26,Cape Verde,Saudi Arabia,6.461444166497054
1.0,62,2026-06-26,Egypt,Iran,5.107783328820416
1.0,63,2026-06-26,New Zealand,Belgium,4.270872289550375
1.0,64,2026-06-26,Norway,France,3.0263147214481965
1.0,65,2026-06-26,Senegal,Iraq,2.5058811816527924
1.0,66,2026-06-26,Uruguay,Spain,2.468172041320889
1.0,67,2026-06-27,Algeria,Austria,1.9104319715161169
1.0,68,2026-06-27,Colombia,Portugal,1.5613443337513375
1.0,69,2026-06-27,Croatia,Ghana,1.8386245405406236
1.0,70,2026-06-27,DR Congo,Uzbekistan,1.2791150838328442
1.0,71,2026-06-27,Jordan,Argentina,1.2385474258409297
1.0,72,2026-06-27,Panama,England,1.1488929793305227
1.0,73,2026-06-28,South Africa,Canada,1.2261326775794
1.0,74,2026-06-29,Brazil,Japan,1.1007429448455968
1.0,75,2026-06-29,Germany,Paraguay,1.0454078613437987
1.0,76,2026-06-29,Netherlands,Morocco,0.35791926223428394
1.0,77,2026-06-30,France,Sweden,0.33917562785424865
1.0,78,2026-06-30,Ivory Coast,Norway,0.36546918392018385
1.0,79,2026-06-30,Mexico,Ecuador,0.32131266518090024
1.0,80,2026-07-01,Belgium,Senegal,0.30174106821011065
1.0,81,2026-07-01,England,DR Congo,0.2912691714161721
1.0,82,2026-07-01,United States,Bosnia and Herzegovina,0.19922968116356748
